index,team,record,rpi,projections,1st,2nd,3rd,sos,vs_1-5,vs_6-10,vs_11-20,vs_21+,gender,division,web_source,rank,school,conference,road,neutral,home,non_div_i,champ_%_rank,pr,sos-pr,qwf-pr,champ_%,sos-rpi,qwf-rpi,selection,champion_%
,Webber International ( 9 - 7 ),,13.0,,,,,,,,,,girls,,laxmath,,,,,,,,40.0,12.0,8.0,19.0,0 . 0 %,10.0,19.0,42.0,
,William Penn ( 2 - 7 ),,22.0,,,,,,,,,,girls,,laxmath,,,,,,,,41.0,33.0,23.0,33.0,0 . 0 %,14.0,30.0,66.0,
,Notre Dame ( 8 - 1 ),,1.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,1.0,1.0,4.0,1.0,14 . 50 %,10.0,1.0,12.0,
,Virginia ( 10 - 2 ),,5.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,2.0,2.0,10.0,3.0,13 . 0 %,9.0,5.0,19.0,
,Duke ( 11 - 3 ),,2.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,3.0,3.0,7.0,2.0,11 . 0 %,1.0,2.0,5.0,
,Johns Hopkins ( 9 - 3 ),,3.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,4.0,6.0,2.0,5.0,9 . 0 %,4.0,4.0,11.0,
,Syracuse ( 10 - 4 ),,7.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,5.0,4.0,9.0,9.0,7 . 0 %,2.0,11.0,20.0,
,Maryland ( 8 - 3 ),,6.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,6.0,9.0,1.0,6.0,5 . 50 %,5.0,7.0,18.0,
,Cornell ( 7 - 4 ),,10.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,7.0,10.0,3.0,8.0,4 . 50 %,8.0,9.0,27.0,
,Harvard ( 7 - 4 ),,17.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,8.0,19.0,20.0,18.0,3 . 50 %,25.0,18.0,60.0,
,Delaware ( 7 - 3 ),,28.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,9.0,22.0,45.0,17.0,3 . 0 %,63.0,17.0,108.0,
,Penn State ( 8 - 3 ),,9.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,10.0,5.0,6.0,10.0,3 . 0 %,13.0,10.0,32.0,
,Richmond ( 8 - 4 ),,24.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,11.0,17.0,32.0,15.0,3 . 0 %,30.0,16.0,70.0,
,Yale ( 9 - 2 ),,8.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,12.0,7.0,15.0,7.0,3 . 0 %,16.0,6.0,30.0,
,Boston University ( 7 - 5 ),,23.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,13.0,25.0,22.0,32.0,2 . 50 %,20.0,27.0,70.0,
,Ohio State ( 6 - 7 ),,15.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,14.0,16.0,13.0,23.0,2 . 50 %,3.0,24.0,42.0,
,Denver ( 9 - 2 ),,4.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,15.0,8.0,12.0,4.0,2 . 0 %,7.0,3.0,14.0,
,Army West Point ( 9 - 2 ),,14.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,16.0,12.0,30.0,12.0,1 . 50 %,36.0,13.0,63.0,
,Colgate ( 7 - 5 ),,18.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,17.0,24.0,17.0,21.0,1 . 50 %,15.0,19.0,52.0,
,Georgetown ( 8 - 3 ),,11.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,18.0,11.0,14.0,11.0,1 . 50 %,17.0,8.0,36.0,
,North Carolina ( 6 - 6 ),,27.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,19.0,23.0,25.0,30.0,1 . 50 %,18.0,33.0,78.0,
,Bryant ( 7 - 4 ),,29.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,20.0,28.0,44.0,37.0,0 . 0 %,44.0,37.0,110.0,
,Massachusetts ( 6 - 5 ),,46.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,21.0,36.0,48.0,38.0,0 . 0 %,59.0,38.0,143.0,
,Princeton ( 7 - 4 ),,19.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,22.0,13.0,18.0,19.0,0 . 0 %,32.0,20.0,71.0,
,Towson ( 9 - 3 ),,21.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,23.0,15.0,40.0,14.0,0 . 0 %,29.0,12.0,62.0,
,Albany ( 5 - 6 ),,40.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,24.0,32.0,35.0,45.0,0 . 0 %,38.0,41.0,119.0,
,Michigan ( 6 - 6 ),,16.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,25.0,20.0,11.0,22.0,0 . 0 %,6.0,22.0,44.0,
,Navy ( 7 - 5 ),,26.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,26.0,27.0,23.0,29.0,0 . 0 %,19.0,23.0,68.0,
,Penn ( 8 - 4 ),,12.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,27.0,14.0,8.0,13.0,0 . 0 %,11.0,14.0,37.0,
,Rutgers ( 7 - 5 ),,25.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,28.0,29.0,21.0,27.0,0 . 0 %,22.0,31.0,78.0,
,Villanova ( 7 - 5 ),,20.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,29.0,21.0,19.0,28.0,0 . 0 %,21.0,25.0,66.0,
,Air Force ( 7 - 4 ),,34.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,30.0,42.0,54.0,31.0,0 . 0 %,55.0,26.0,115.0,
,Bellarmine ( 9 - 5 ),,49.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,31.0,45.0,73.0,35.0,0 . 0 %,57.0,35.0,141.0,
,Binghamton ( 6 - 5 ),,57.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,32.0,59.0,67.0,41.0,0 . 0 %,73.0,44.0,174.0,
,Brown ( 2 - 9 ),,37.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,33.0,39.0,5.0,56.0,0 . 0 %,14.0,55.0,106.0,
,Bucknell ( 4 - 8 ),,60.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,34.0,53.0,37.0,63.0,0 . 0 %,49.0,65.0,174.0,
,Canisius ( 5 - 9 ),,65.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,35.0,67.0,71.0,66.0,0 . 0 %,56.0,66.0,187.0,
,Cleveland State ( 7 - 6 ),,51.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,36.0,62.0,65.0,42.0,0 . 0 %,50.0,42.0,143.0,
,Dartmouth ( 3 - 8 ),,55.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,37.0,49.0,26.0,53.0,0 . 0 %,37.0,56.0,148.0,
,Detroit Mercy ( 2 - 9 ),,71.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,38.0,70.0,63.0,69.0,0 . 0 %,72.0,68.0,211.0,
,Drexel ( 5 - 7 ),,41.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,39.0,43.0,36.0,47.0,0 . 0 %,33.0,46.0,120.0,
,Fairfield ( 6 - 6 ),,44.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,40.0,47.0,43.0,46.0,0 . 0 %,40.0,47.0,131.0,
,Hampton ( 0 - 11 ),,76.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,41.0,76.0,53.0,74.0,0 . 0 %,66.0,74.0,216.0,
,High Point ( 7 - 6 ),,35.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,42.0,34.0,46.0,36.0,0 . 0 %,23.0,36.0,94.0,
,Hobart ( 3 - 8 ),,53.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,43.0,51.0,29.0,54.0,0 . 0 %,42.0,58.0,153.0,
,Hofstra ( 4 - 8 ),,58.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,44.0,54.0,41.0,64.0,0 . 0 %,48.0,63.0,169.0,
,Holy Cross (MA) ( 2 - 9 ),,66.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,45.0,65.0,34.0,67.0,0 . 0 %,53.0,67.0,186.0,
,Jacksonville ( 9 - 4 ),,36.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,46.0,40.0,66.0,24.0,0 . 0 %,51.0,28.0,115.0,
,Lafayette ( 5 - 6 ),,45.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,47.0,44.0,42.0,48.0,0 . 0 %,47.0,48.0,140.0,
,Le Moyne ( 2 - 7 ),,67.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,48.0,64.0,51.0,55.0,0 . 0 %,71.0,51.0,189.0,
,Lehigh ( 6 - 6 ),,31.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,49.0,33.0,24.0,40.0,0 . 0 %,28.0,40.0,99.0,
,Lindenwood ( 0 - 10 ),,73.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,50.0,75.0,64.0,72.0,0 . 0 %,64.0,72.0,209.0,
,LIU ( 9 - 3 ),,47.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,51.0,56.0,75.0,25.0,0 . 0 %,75.0,29.0,151.0,
,Loyola (MD) ( 6 - 6 ),,22.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,52.0,26.0,16.0,33.0,0 . 0 %,12.0,32.0,66.0,
,Manhattan ( 5 - 8 ),,42.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,53.0,52.0,47.0,58.0,0 . 0 %,26.0,61.0,129.0,
,Marist ( 7 - 6 ),,43.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,54.0,55.0,62.0,49.0,0 . 0 %,43.0,49.0,135.0,
,Marquette ( 4 - 8 ),,54.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,55.0,46.0,39.0,51.0,0 . 0 %,34.0,52.0,140.0,
,Massachusetts-Lowell ( 0 - 10 ),,75.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,56.0,74.0,55.0,73.0,0 . 0 %,70.0,73.0,218.0,
,Mercer ( 2 - 9 ),,68.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,57.0,71.0,61.0,68.0,0 . 0 %,62.0,69.0,199.0,
,Merrimack ( 5 - 7 ),,48.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,58.0,61.0,49.0,59.0,0 . 0 %,46.0,59.0,153.0,
,Monmouth ( 5 - 6 ),,61.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,59.0,48.0,60.0,50.0,0 . 0 %,67.0,50.0,178.0,
,Mount St Marys ( 1 - 13 ),,69.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,60.0,68.0,56.0,75.0,0 . 0 %,45.0,75.0,189.0,
,NJIT ( 7 - 5 ),,59.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,61.0,57.0,70.0,43.0,0 . 0 %,74.0,43.0,176.0,
,Providence ( 6 - 6 ),,32.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,62.0,30.0,28.0,39.0,0 . 0 %,31.0,39.0,102.0,
,Queens ( 2 - 9 ),,74.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,63.0,72.0,74.0,70.0,0 . 0 %,76.0,70.0,220.0,
,Quinnipiac ( 9 - 3 ),,33.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,64.0,38.0,68.0,26.0,0 . 0 %,61.0,30.0,124.0,
,Robert Morris ( 4 - 8 ),,64.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,65.0,66.0,59.0,62.0,0 . 0 %,60.0,62.0,186.0,
,Sacred Heart ( 10 - 4 ),,38.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,66.0,35.0,69.0,34.0,0 . 0 %,52.0,34.0,124.0,
,Siena ( 6 - 7 ),,62.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,67.0,58.0,72.0,60.0,0 . 0 %,58.0,57.0,177.0,
,St Bonaventure ( 1 - 9 ),,70.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,68.0,69.0,57.0,71.0,0 . 0 %,65.0,71.0,206.0,
,St Johns (NY) ( 4 - 9 ),,50.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,69.0,60.0,38.0,65.0,0 . 0 %,27.0,64.0,141.0,
,St Josephs (PA) ( 8 - 3 ),,13.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,70.0,18.0,27.0,16.0,0 . 0 %,24.0,15.0,52.0,
,Stony Brook ( 4 - 8 ),,52.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,71.0,37.0,33.0,61.0,0 . 0 %,35.0,60.0,147.0,
,UMBC ( 4 - 5 ),,56.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,72.0,50.0,52.0,44.0,0 . 0 %,69.0,45.0,170.0,
,Utah ( 8 - 4 ),,30.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,73.0,31.0,50.0,20.0,0 . 0 %,39.0,21.0,90.0,
,Vermont ( 5 - 7 ),,39.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,74.0,41.0,31.0,52.0,0 . 0 %,41.0,53.0,133.0,
,VMI ( 7 - 7 ),,63.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,75.0,63.0,76.0,57.0,0 . 0 %,68.0,54.0,185.0,
,Wagner ( 1 - 13 ),,72.0,,,,,,,,,,boys,D1,laxmath,,,,,,,,76.0,73.0,58.0,76.0,0 . 0 %,54.0,76.0,202.0,
,Kansas State ( 4 - 4 ),,4.0,,,,,,,,,,boys,D3,laxmath,1.0,,,,,,,,3.0,13.0,4.0,,14.0,4.0,22.0,21 . 0 %
,Oklahoma State ( 3 - 3 ),,5.0,,,,,,,,,,boys,D3,laxmath,2.0,,,,,,,,4.0,14.0,5.0,,4.0,5.0,14.0,21 . 0 %
,Sam Houston State ( 5 - 3 ),,7.0,,,,,,,,,,boys,D3,laxmath,3.0,,,,,,,,1.0,15.0,3.0,,8.0,3.0,18.0,20 . 50 %
,New Mexico ( 1 - 3 ),,14.0,,,,,,,,,,boys,D3,laxmath,4.0,,,,,,,,5.0,8.0,7.0,,18.0,8.0,40.0,10 . 0 %
,Framingham State ( 6 - 2 ),,1.0,,,,,,,,,,boys,D3,laxmath,5.0,,,,,,,,7.0,3.0,1.0,,6.0,1.0,8.0,6 . 0 %
,Fitchburg State ( 4 - 3 ),,2.0,,,,,,,,,,boys,D3,laxmath,6.0,,,,,,,,6.0,7.0,2.0,,9.0,2.0,13.0,5 . 0 %
,Butler ( 0 - 1 ),,15.0,,,,,,,,,,boys,D3,laxmath,7.0,,,,,,,,8.0,1.0,8.0,,10.0,9.0,34.0,4 . 0 %
,Louisiana ( 1 - 3 ),,3.0,,,,,,,,,,boys,D3,laxmath,8.0,,,,,,,,2.0,12.0,6.0,,15.0,6.0,24.0,3 . 50 %
,Moorpark ( 2 - 3 ),,20.0,,,,,,,,,,boys,D3,laxmath,9.0,,,,,,,,13.0,17.0,13.0,,17.0,14.0,51.0,3 . 50 %
,WPI ( 2 - 5 ),,9.0,,,,,,,,,,boys,D3,laxmath,10.0,,,,,,,,18.0,6.0,22.0,,7.0,19.0,35.0,2 . 50 %
,UT-Dallas ( 1 - 8 ),,6.0,,,,,,,,,,boys,D3,laxmath,11.0,,,,,,,,20.0,9.0,19.0,,22.0,7.0,35.0,1 . 50 %
,Western Colorado ( 0 - 5 ),,24.0,,,,,,,,,,boys,D3,laxmath,12.0,,,,,,,,21.0,11.0,20.0,,23.0,21.0,68.0,0 . 0 %
,TAMU-Corps of Cadets ( 1 - 5 ),,12.0,,,,,,,,,,boys,D3,laxmath,13.0,,,,,,,,19.0,5.0,18.0,,5.0,17.0,34.0,0 . 0 %
,Hardin-Simmons ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,14.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Houston ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,15.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Incarnate Word ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,16.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Louisiana Tech ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,17.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Santa Barbara CC ( 1 - 4 ),,21.0,,,,,,,,,,boys,D3,laxmath,18.0,,,,,,,,14.0,16.0,14.0,,19.0,15.0,55.0,0 . 0 %
,St. Edward's ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,19.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,TAMU-Corpus Christi ( 0 - 4 ),,13.0,,,,,,,,,,boys,D3,laxmath,20.0,,,,,,,,23.0,4.0,21.0,,1.0,22.0,36.0,0 . 0 %
,Tarleton State ( 0 - 5 ),,8.0,,,,,,,,,,boys,D3,laxmath,21.0,,,,,,,,24.0,2.0,23.0,,3.0,24.0,35.0,0 . 0 %
,Colorado Springs ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,22.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Westfield State ( 0 - 0 ),,0.0,,,,,,,,,,boys,D3,laxmath,23.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Worcester State ( 1 - 9 ),,11.0,,,,,,,,,,boys,D3,laxmath,24.0,,,,,,,,22.0,10.0,24.0,,2.0,23.0,36.0,0 . 0 %
,Tufts ( 10 - 2 ),,7.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,1.0,1.0,3.0,4.0,13 . 50 %,14.0,5.0,26.0,
,RIT ( 13 - 1 ),,1.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,2.0,3.0,9.0,3.0,10 . 0 %,4.0,2.0,7.0,
,Bowdoin ( 9 - 2 ),,18.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,3.0,4.0,8.0,11.0,8 . 0 %,67.0,23.0,108.0,
,Amherst ( 8 - 3 ),,32.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,4.0,7.0,5.0,17.0,7 . 50 %,69.0,22.0,123.0,
,RPI ( 13 - 0 ),,4.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,5.0,5.0,16.0,1.0,7 . 0 %,26.0,1.0,31.0,
,Salisbury ( 14 - 0 ),,2.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,6.0,2.0,24.0,2.0,7 . 0 %,27.0,3.0,32.0,
,St Lawrence ( 12 - 1 ),,3.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,7.0,6.0,15.0,5.0,6 . 50 %,28.0,4.0,35.0,
,Wesleyan ( 9 - 3 ),,11.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,8.0,9.0,6.0,16.0,5 . 50 %,23.0,19.0,53.0,
,Babson ( 11 - 2 ),,12.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,9.0,8.0,30.0,8.0,4 . 50 %,63.0,13.0,88.0,
,Dickinson ( 11 - 2 ),,8.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,10.0,18.0,21.0,13.0,4 . 0 %,15.0,8.0,31.0,
,Stevens ( 11 - 2 ),,26.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,11.0,16.0,46.0,10.0,3 . 0 %,46.0,9.0,81.0,
,Williams ( 6 - 6 ),,24.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,12.0,17.0,1.0,25.0,3 . 0 %,3.0,51.0,78.0,
,Christopher Newport ( 9 - 4 ),,6.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,13.0,12.0,10.0,18.0,2 . 50 %,2.0,14.0,22.0,
,Lynchburg ( 8 - 5 ),,25.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,14.0,11.0,34.0,48.0,2 . 0 %,10.0,52.0,87.0,
,Middlebury ( 7 - 6 ),,29.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,15.0,10.0,2.0,19.0,2 . 0 %,5.0,40.0,74.0,
,Swarthmore ( 11 - 1 ),,9.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,16.0,13.0,27.0,9.0,2 . 0 %,44.0,6.0,59.0,
,Union ( 9 - 3 ),,5.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,17.0,14.0,4.0,6.0,2 . 0 %,6.0,10.0,21.0,
,Washington & Lee ( 11 - 3 ),,14.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,18.0,19.0,42.0,20.0,2 . 0 %,13.0,18.0,45.0,
,Endicott ( 12 - 1 ),,17.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,19.0,15.0,45.0,7.0,1 . 50 %,77.0,7.0,101.0,
,Trinity ( 8 - 4 ),,46.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,20.0,25.0,19.0,27.0,1 . 50 %,66.0,38.0,150.0,
,Gettysburg ( 8 - 5 ),,23.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,21.0,20.0,11.0,38.0,0 . 0 %,19.0,48.0,90.0,
,Muhlenberg ( 7 - 7 ),,43.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,22.0,34.0,18.0,103.0,0 . 0 %,9.0,84.0,136.0,
,Clarkson ( 6 - 7 ),,61.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,23.0,43.0,35.0,107.0,0 . 0 %,18.0,89.0,168.0,
,Connecticut College ( 4 - 6 ),,93.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,24.0,40.0,12.0,60.0,0 . 0 %,84.0,110.0,287.0,
,Cortland ( 8 - 3 ),,19.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,25.0,26.0,39.0,33.0,0 . 0 %,48.0,30.0,97.0,
,Hamilton ( 6 - 6 ),,71.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,26.0,22.0,7.0,34.0,0 . 0 %,51.0,76.0,198.0,
,Roanoke ( 12 - 2 ),,13.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,27.0,24.0,68.0,15.0,0 . 0 %,29.0,12.0,54.0,
,Stevenson ( 8 - 5 ),,38.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,28.0,23.0,26.0,49.0,0 . 0 %,24.0,36.0,98.0,
,Adrian ( 5 - 6 ),,90.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,29.0,115.0,97.0,137.0,0 . 0 %,86.0,135.0,311.0,
,Albertus Magnus ( 3 - 9 ),,224.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,30.0,202.0,210.0,217.0,0 . 0 %,212.0,217.0,653.0,
,Albion ( 5 - 9 ),,107.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,31.0,110.0,81.0,202.0,0 . 0 %,53.0,190.0,350.0,
,Albright ( 5 - 7 ),,185.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,32.0,145.0,132.0,156.0,0 . 0 %,179.0,154.0,518.0,
,Alfred ( 9 - 2 ),,50.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,33.0,86.0,109.0,28.0,0 . 0 %,138.0,27.0,215.0,
,Allegheny ( 7 - 5 ),,105.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,34.0,128.0,156.0,99.0,0 . 0 %,133.0,101.0,339.0,
,Alma ( 1 - 10 ),,207.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,35.0,198.0,183.0,146.0,0 . 0 %,142.0,146.0,495.0,
,Alvernia ( 4 - 8 ),,197.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,36.0,172.0,151.0,183.0,0 . 0 %,204.0,184.0,585.0,
,Anderson (IN) ( 5 - 8 ),,221.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,37.0,227.0,236.0,179.0,0 . 0 %,228.0,180.0,629.0,
,Anna Maria ( 2 - 12 ),,216.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,38.0,200.0,182.0,238.0,0 . 0 %,170.0,239.0,625.0,
,Arcadia ( 8 - 5 ),,80.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,39.0,68.0,58.0,78.0,0 . 0 %,95.0,73.0,248.0,
,Augustana ( 3 - 7 ),,159.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,40.0,199.0,161.0,170.0,0 . 0 %,145.0,155.0,459.0,
,Aurora ( 8 - 5 ),,62.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,41.0,119.0,149.0,91.0,0 . 0 %,36.0,74.0,172.0,
,Averett ( 2 - 13 ),,203.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,42.0,228.0,163.0,231.0,0 . 0 %,191.0,230.0,624.0,
,Baldwin Wallace ( 6 - 6 ),,87.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,43.0,93.0,89.0,129.0,0 . 0 %,96.0,127.0,310.0,
,Bates ( 3 - 10 ),,125.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,44.0,49.0,13.0,147.0,0 . 0 %,56.0,191.0,372.0,
,Beloit ( 2 - 8 ),,215.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,45.0,221.0,218.0,194.0,0 . 0 %,209.0,197.0,621.0,
,Benedictine (IL) ( 4 - 8 ),,149.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,46.0,168.0,162.0,184.0,0 . 0 %,89.0,171.0,409.0,
,Berry ( 7 - 7 ),,65.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,47.0,107.0,74.0,115.0,0 . 0 %,21.0,112.0,198.0,
,Bethany ( 3 - 7 ),,219.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,48.0,219.0,230.0,165.0,0 . 0 %,233.0,165.0,617.0,
,Birmingham Southern ( 9 - 4 ),,64.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,49.0,81.0,119.0,59.0,0 . 0 %,92.0,56.0,212.0,
,Brevard ( 2 - 10 ),,231.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,50.0,223.0,232.0,195.0,0 . 0 %,229.0,198.0,658.0,
,Bridgewater ( 4 - 10 ),,137.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,51.0,123.0,80.0,225.0,0 . 0 %,37.0,218.0,392.0,
,Brockport ( 3 - 9 ),,145.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,52.0,106.0,62.0,218.0,0 . 0 %,80.0,219.0,444.0,
,Bryn Athyn ( 2 - 5 ),,222.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,53.0,224.0,231.0,122.0,0 . 0 %,234.0,121.0,577.0,
,Cabrini ( 11 - 3 ),,39.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,54.0,28.0,60.0,31.0,0 . 0 %,73.0,29.0,141.0,
,Cairn ( 3 - 8 ),,208.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,55.0,214.0,211.0,166.0,0 . 0 %,210.0,166.0,584.0,
,Calvin ( 9 - 4 ),,47.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,56.0,112.0,136.0,43.0,0 . 0 %,103.0,45.0,195.0,
,Canton ( 6 - 4 ),,184.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,57.0,184.0,206.0,73.0,0 . 0 %,216.0,75.0,475.0,
,Capital ( 5 - 8 ),,135.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,58.0,113.0,129.0,180.0,0 . 0 %,99.0,181.0,415.0,
,Carroll ( 6 - 6 ),,168.0,,,,,,,,,,boys,D3,laxmath,,,,,,,,59.0,190.0,214.0,106.0,0 . 0 %,222.0,107.0,497.0,
