rank,club,rating,link,gender,class,season,web_source
79,VLC 2024 Dico,92.3,,boys,2024,2023,insidelacrosse
80,Headlines 2024 Navy,92.27,,boys,2024,2023,insidelacrosse
81,FLC 2024 National Pink,92.21,,boys,2024,2023,insidelacrosse
82,True Westchester 2024,92.2,,boys,2024,2023,insidelacrosse
83,Patriot Elite 2024 Chrome,92.13,,boys,2024,2023,insidelacrosse
84,Blue Star 2024 White,92.12,,boys,2024,2023,insidelacrosse
85,Laxachusetts 2024 Green,92.1,,boys,2024,2023,insidelacrosse
86,Rebels LC 2024 Surge,91.86,,boys,2024,2023,insidelacrosse
87,Burning River 2024,91.82,,boys,2024,2023,insidelacrosse
88,Haymakers 2024,91.78,,boys,2024,2023,insidelacrosse
89,3D Upstate 2024,91.78,,boys,2024,2023,insidelacrosse
90,SouthStar 2024,91.75,,boys,2024,2023,insidelacrosse
91,Express North 2024 Orange,91.7,,boys,2024,2023,insidelacrosse
92,SoCal Bulls 2024,91.68,,boys,2024,2023,insidelacrosse
93,Upstate Rebels 2024,91.67,,boys,2024,2023,insidelacrosse
94,2 Knights 2024,91.52,,boys,2024,2023,insidelacrosse
95,True Blue 2024 Goats,91.51,,boys,2024,2023,insidelacrosse
96,HGR 2024 Blue,91.5,,boys,2024,2023,insidelacrosse
97,Blackwolf 2024,91.47,,boys,2024,2023,insidelacrosse
98,Team Illinois 2024,91.43,,boys,2024,2023,insidelacrosse
99,East Ave 2024 AA,91.42,,boys,2024,2023,insidelacrosse
100,Brotherhood 2024,91.34,,boys,2024,2023,insidelacrosse
101,Sixers 2024,91.33,,boys,2024,2023,insidelacrosse
102,Team Money 2024,91.33,,boys,2024,2023,insidelacrosse
103,NH Tomahawks 2024 Gold,91.25,,boys,2024,2023,insidelacrosse
104,SouthShore 2024,91.22,,boys,2024,2023,insidelacrosse
105,MD Roughriders 2024,91.14,,boys,2024,2023,insidelacrosse
106,Annapolis Hawks 2024 Black,91.07,,boys,2024,2023,insidelacrosse
107,Arizona Outlaws 2024,91.04,,boys,2024,2023,insidelacrosse
108,Dragons NLC 2024,91.02,,boys,2024,2023,insidelacrosse
109,Igloo 2024 Windchill,91.0,,boys,2024,2023,insidelacrosse
110,ADVNC North Bay 2024,90.91,,boys,2024,2023,insidelacrosse
111,3D Georgia 2024 Red,90.88,,boys,2024,2023,insidelacrosse
112,Kings 2024 Blue,90.86,,boys,2024,2023,insidelacrosse
113,True North Carolina 2024 Premier AA,90.84,,boys,2024,2023,insidelacrosse
114,LI Sting 2024,90.84,,boys,2024,2023,insidelacrosse
115,Thunder 2024 Orange,90.72,,boys,2024,2023,insidelacrosse
116,3D NE South 2024,90.71,,boys,2024,2023,insidelacrosse
117,Second City 2024 Gold,90.71,,boys,2024,2023,insidelacrosse
118,Iron Horse Houston 2024,90.69,,boys,2024,2023,insidelacrosse
119,Mad Dog NJ Shore 2024 Black,90.69,,boys,2024,2023,insidelacrosse
120,Team 91 Tri-State 2024 Select,90.68,,boys,2024,2023,insidelacrosse
121,True Illinois 2024 Premier A,90.68,,boys,2024,2023,insidelacrosse
122,Albany Power 2024,90.64,,boys,2024,2023,insidelacrosse
123,Mesa PA 2024,90.61,,boys,2024,2023,insidelacrosse
124,LI Legacy 2024 East,90.55,,boys,2024,2023,insidelacrosse
125,NXT 2024,90.55,,boys,2024,2023,insidelacrosse
126,Alcatraz Outlaws 2024,90.49,,boys,2024,2023,insidelacrosse
127,CT Valley 2024 Blue,90.46,,boys,2024,2023,insidelacrosse
128,Tri-State 2024 Gold,90.44,,boys,2024,2023,insidelacrosse
129,NJ Riot 2024 Chaos,90.43,,boys,2024,2023,insidelacrosse
130,True Ohio 2024 Black,90.4,,boys,2024,2023,insidelacrosse
131,CitySide 2024,90.22,,boys,2024,2023,insidelacrosse
132,Gonzo 2024,90.21,,boys,2024,2023,insidelacrosse
133,3D New England 2024 Blue,90.15,,boys,2024,2023,insidelacrosse
134,Looney's 2024,90.06,,boys,2024,2023,insidelacrosse
135,Fusion Canada West 2024,90.02,,boys,2024,2023,insidelacrosse
136,LI Rush 2024 Havoc,89.97,,boys,2024,2023,insidelacrosse
137,UNRL MN 2024,89.88,,boys,2024,2023,insidelacrosse
138,LI Legacy 2024 Launch,89.87,,boys,2024,2023,insidelacrosse
139,Jersey Thunder 2024 AA,89.79,,boys,2024,2023,insidelacrosse
140,Midwest Top Gun 2024,89.77,,boys,2024,2023,insidelacrosse
141,iM3 2023-2024,89.77,,boys,2024,2023,insidelacrosse
142,Richmond Hawks 2024 AA,89.72,,boys,2024,2023,insidelacrosse
143,Blak Widow 2024,89.68,,boys,2024,2023,insidelacrosse
144,NXT 2024 Rattler,89.67,,boys,2024,2023,insidelacrosse
145,4Leaf 2024 Navy,89.66,,boys,2024,2023,insidelacrosse
146,Seattle Starz 2024 Elite,89.62,,boys,2024,2023,insidelacrosse
147,True VA 2024 Black,89.62,,boys,2024,2023,insidelacrosse
148,Scorpions USA 2024,89.47,,boys,2024,2023,insidelacrosse
149,Top Caliber 2024 AA,89.44,,boys,2024,2023,insidelacrosse
150,Kings 2024 Red,89.41,,boys,2024,2023,insidelacrosse
151,Team Maryland 2024 Red,89.33,,boys,2024,2023,insidelacrosse
152,FL Crabs 2024 West-Ross,89.28,,boys,2024,2023,insidelacrosse
153,Carolina Hilltoppers Elite 2024,89.26,,boys,2024,2023,insidelacrosse
154,Piatelli 2024 Red,89.23,,boys,2024,2023,insidelacrosse
155,Fusion 2024,89.14,,boys,2024,2023,insidelacrosse
156,Gorilla 2024 Silver,89.12,,boys,2024,2023,insidelacrosse
157,UNRL Texas 2024,89.07,,boys,2024,2023,insidelacrosse
158,Team 11 2024,89.03,,boys,2024,2023,insidelacrosse
159,STEPS Elite 2024,88.8,,boys,2024,2023,insidelacrosse
160,Sidewinders 2024,88.49,,boys,2024,2023,insidelacrosse
161,Black Bear 2024,88.44,,boys,2024,2023,insidelacrosse
162,Amped 2024,88.43,,boys,2024,2023,insidelacrosse
163,LI Express 2024 Leghart,88.4,,boys,2024,2023,insidelacrosse
164,Penguins 2024 Gold,88.21,,boys,2024,2023,insidelacrosse
165,iM3 2024,88.11,,boys,2024,2023,insidelacrosse
166,True MN 2024 AA,88.08,,boys,2024,2023,insidelacrosse
167,NJ Riot 2024 Mayhem,88.03,,boys,2024,2023,insidelacrosse
168,True VA 2024 Green,87.9,,boys,2024,2023,insidelacrosse
169,MN Loons 2024,87.9,,boys,2024,2023,insidelacrosse
170,PA Roughriders 2024,87.89,,boys,2024,2023,insidelacrosse
171,Brotherly Love 2024 Mercury,87.76,,boys,2024,2023,insidelacrosse
172,Albany Stags 2024,87.72,,boys,2024,2023,insidelacrosse
173,RC Elite Carolina 2024,87.7,,boys,2024,2023,insidelacrosse
174,Prostart 2024 White,87.53,,boys,2024,2023,insidelacrosse
175,Spiders 2024 Corto,87.52,,boys,2024,2023,insidelacrosse
176,True PA 2024 Black,87.47,,boys,2024,2023,insidelacrosse
177,Hammers 2024,87.35,,boys,2024,2023,insidelacrosse
178,Rebels National 2024 Red,87.34,,boys,2024,2023,insidelacrosse
179,Express North 2024 White,87.33,,boys,2024,2023,insidelacrosse
180,FLC 2024 National Blue,87.25,,boys,2024,2023,insidelacrosse
181,Team Eighteen 2024,87.18,,boys,2024,2023,insidelacrosse
182,Conrad's Varsity,87.17,,boys,2024,2023,insidelacrosse
183,Team 91 Northside Hustle 2024,87.07,,boys,2024,2023,insidelacrosse
184,FCA Upstate 2024,87.03,,boys,2024,2023,insidelacrosse
185,Iron Horse Dallas 2024,86.9,,boys,2024,2023,insidelacrosse
186,ELEV8 2024,86.87,,boys,2024,2023,insidelacrosse
187,True Philly 2024,86.79,,boys,2024,2023,insidelacrosse
188,Patriot Elite 2024 Navy,86.77,,boys,2024,2023,insidelacrosse
189,NJLC 2024,86.71,,boys,2024,2023,insidelacrosse
190,HLC 2024,86.66,,boys,2024,2023,insidelacrosse
191,NJ Riot 2024 North,86.62,,boys,2024,2023,insidelacrosse
192,10th Mountain 2024,86.6,,boys,2024,2023,insidelacrosse
193,New England Twisters 2024 Orange,86.57,,boys,2024,2023,insidelacrosse
194,CT Sharks 2024,86.54,,boys,2024,2023,insidelacrosse
195,NCF Triad Elite 2024 Red,86.54,,boys,2024,2023,insidelacrosse
196,SJ Shamrocks 2024,86.43,,boys,2024,2023,insidelacrosse
197,Salt Kings 2024 Adams,86.35,,boys,2024,2023,insidelacrosse
198,True Upstate 2024 Black,86.15,,boys,2024,2023,insidelacrosse
199,Grizzly 2024,86.13,,boys,2024,2023,insidelacrosse
200,RI Bulldogs 2024 Green,86.11,,boys,2024,2023,insidelacrosse
201,CT Valley 2024 White,86.1,,boys,2024,2023,insidelacrosse
202,Hammers Elite 2023-24,85.83,,boys,2024,2023,insidelacrosse
203,DC Express 2024 Orange,85.82,,boys,2024,2023,insidelacrosse
204,Rebels MD 2024,85.76,,boys,2024,2023,insidelacrosse
205,True New Jersey 2024 Black,85.73,,boys,2024,2023,insidelacrosse
206,Wasatch 2024,85.72,,boys,2024,2023,insidelacrosse
207,Rebels National 2024 White,85.44,,boys,2024,2023,insidelacrosse
208,Recon 2024 Sharks,85.44,,boys,2024,2023,insidelacrosse
209,Great Lakes 2024,85.37,,boys,2024,2023,insidelacrosse
210,St. Louis Samurai 2024,85.37,,boys,2024,2023,insidelacrosse
1,YELLOW JACKETS 2026 Manning,99.9,,girls,2026,2023,insidelacrosse
2,Aces Elite 2026,99.27,,girls,2026,2023,insidelacrosse
3,Hero's 2026 Green,99.02,,girls,2026,2023,insidelacrosse
4,LI Jesters 2026 Black,98.59,,girls,2026,2023,insidelacrosse
5,M&D 2026 Black,98.57,,girls,2026,2023,insidelacrosse
6,STEPS California 2026,97.48,,girls,2026,2023,insidelacrosse
7,Alliance National 2026,97.24,,girls,2026,2023,insidelacrosse
8,Eagle Stix 2026 Blue,97.02,,girls,2026,2023,insidelacrosse
9,LI Top Guns 2026 Black,96.81,,girls,2026,2023,insidelacrosse
10,PrimeTime 2026,96.43,,girls,2026,2023,insidelacrosse
11,Capital 2026 Blue,96.06,,girls,2026,2023,insidelacrosse
12,CLC 2026 Pride,95.89,,girls,2026,2023,insidelacrosse
13,Sky Walkers 2026 Blue,95.41,,girls,2026,2023,insidelacrosse
14,Florida Select 2026,95.3,,girls,2026,2023,insidelacrosse
15,BBL Elite 2026 Black,95.28,,girls,2026,2023,insidelacrosse
16,NXT 2026 Black,95.17,,girls,2026,2023,insidelacrosse
17,Integrity 2026 Green,95.07,,girls,2026,2023,insidelacrosse
18,Philly Blast 2026 Spirit,95.07,,girls,2026,2023,insidelacrosse
19,Monster Elite 2026 Purple,94.75,,girls,2026,2023,insidelacrosse
20,STEPS Elite NJ 2026 Blue,94.7,,girls,2026,2023,insidelacrosse
21,YJ 2026 Torre,94.52,,girls,2026,2023,insidelacrosse
22,Mass Elite 2026 Red,94.32,,girls,2026,2023,insidelacrosse
23,TLC 2026 Red,94.17,,girls,2026,2023,insidelacrosse
24,Big 4 HHH 2026,94.14,,girls,2026,2023,insidelacrosse
25,LI Legacy 2026 Blue,94.13,,girls,2026,2023,insidelacrosse
26,M&D 2026 Red,93.89,,girls,2026,2023,insidelacrosse
27,Mad Dog West Elite 2026,93.2,,girls,2026,2023,insidelacrosse
28,Delco Select 2026,93.17,,girls,2026,2023,insidelacrosse
29,CT Grizzlies 2026 Navy,93.02,,girls,2026,2023,insidelacrosse
30,Florida Shine Elite 2026,92.82,,girls,2026,2023,insidelacrosse
31,NEMS 2026,92.75,,girls,2026,2023,insidelacrosse
32,Tradition 2026,92.69,,girls,2026,2023,insidelacrosse
33,Predators 2026,92.56,,girls,2026,2023,insidelacrosse
34,Metro 2026 Blue,92.47,,girls,2026,2023,insidelacrosse
35,True OH 2026,92.14,,girls,2026,2023,insidelacrosse
36,Belles 2026 Elite,91.97,,girls,2026,2023,insidelacrosse
37,Team 180 2026,91.87,,girls,2026,2023,insidelacrosse
38,Lakeside Lax 2026 Almanor,91.83,,girls,2026,2023,insidelacrosse
39,No Excuse 2026,91.62,,girls,2026,2023,insidelacrosse
40,Lax Maniax 2026 Black,91.44,,girls,2026,2023,insidelacrosse
41,Lacrosse Monkey 2026,91.27,,girls,2026,2023,insidelacrosse
42,YELLOW JACKETS 2026 Gryz,91.25,,girls,2026,2023,insidelacrosse
43,M&D Orlando 2026 Black,91.16,,girls,2026,2023,insidelacrosse
44,Laxachusetts 2026 Black,90.89,,girls,2026,2023,insidelacrosse
45,Tenacity Project 2026,90.89,,girls,2026,2023,insidelacrosse
46,Lakeshore 2026,90.68,,girls,2026,2023,insidelacrosse
47,MD United 2026,90.65,,girls,2026,2023,insidelacrosse
48,Bay State Bullets 2026 Silver,90.6,,girls,2026,2023,insidelacrosse
49,Team 91 Carolina 2026,90.46,,girls,2026,2023,insidelacrosse
50,LI Liberty 2026 Black,90.37,,girls,2026,2023,insidelacrosse
51,Gold Coast 2026 Gold,90.34,,girls,2026,2023,insidelacrosse
52,AIM 2026,90.26,,girls,2026,2023,insidelacrosse
53,Ultimate NJ 2026 Blue,90.25,,girls,2026,2023,insidelacrosse
54,HoCo 2026 Black,90.19,,girls,2026,2023,insidelacrosse
55,Cav Lax Elite 2026,90.16,,girls,2026,2023,insidelacrosse
56,Charlotte Style 2026,90.01,,girls,2026,2023,insidelacrosse
57,South Jersey Select 2026 Pink,90.01,,girls,2026,2023,insidelacrosse
58,Sky Walkers 2026 White,89.86,,girls,2026,2023,insidelacrosse
59,Eagle Stix 2026 Grey,89.81,,girls,2026,2023,insidelacrosse
60,Pride 2026 Red (Nova),89.81,,girls,2026,2023,insidelacrosse
61,Orange Crush 2026,89.69,,girls,2026,2023,insidelacrosse
62,YJ North 2026 McDonough,89.66,,girls,2026,2023,insidelacrosse
63,NH Tomahawks 2026 Purple,89.64,,girls,2026,2023,insidelacrosse
64,YJ 2026 Voss,89.64,,girls,2026,2023,insidelacrosse
65,STEPS Elite NJ 2026 White,89.62,,girls,2026,2023,insidelacrosse
66,NXT 2026 Volt,89.54,,girls,2026,2023,insidelacrosse
67,Salt City Snipers 2026 Pink,89.43,,girls,2026,2023,insidelacrosse
68,Phantastix 2026 Purple,89.42,,girls,2026,2023,insidelacrosse
69,Atlanta Storm 2026 Blue,89.33,,girls,2026,2023,insidelacrosse
70,Common Goal 2026,89.32,,girls,2026,2023,insidelacrosse
71,Xtreme 2026,89.21,,girls,2026,2023,insidelacrosse
72,Nor'easter 2026 Power,89.17,,girls,2026,2023,insidelacrosse
73,Capital 2026 Orange,89.14,,girls,2026,2023,insidelacrosse
74,Pipeline Platinum Red 2026,89.06,,girls,2026,2023,insidelacrosse
75,Maxim 2026 Navy,88.95,,girls,2026,2023,insidelacrosse
76,CLC 2026 Rise,88.88,,girls,2026,2023,insidelacrosse
77,Philadelphia Freedom Red 2026,88.83,,girls,2026,2023,insidelacrosse
78,Sound Lacrosse 2026,88.77,,girls,2026,2023,insidelacrosse
79,Lucky Lax 2026,88.58,,girls,2026,2023,insidelacrosse
80,Southern Zone 2026,88.58,,girls,2026,2023,insidelacrosse
81,MC Elite 2026 Midnight,88.44,,girls,2026,2023,insidelacrosse
82,Vortex Elite 2026,88.44,,girls,2026,2023,insidelacrosse
83,GRIT Dallas 2026,88.42,,girls,2026,2023,insidelacrosse
84,Urban Elite 2026,88.36,,girls,2026,2023,insidelacrosse
85,BBL North 2026,88.32,,girls,2026,2023,insidelacrosse
86,Team ONE Wildcat 2026,88.21,,girls,2026,2023,insidelacrosse
87,YJ South 2026,88.1,,girls,2026,2023,insidelacrosse
88,Renegades 2026,88.06,,girls,2026,2023,insidelacrosse
89,Storm Select 2026,88.05,,girls,2026,2023,insidelacrosse
90,Resolute 2026,87.97,,girls,2026,2023,insidelacrosse
91,PPLC 2026,87.88,,girls,2026,2023,insidelacrosse
92,LI Top Guns 2026 Purple,87.87,,girls,2026,2023,insidelacrosse
93,Jersey Shore Select 2026 Blue,87.85,,girls,2026,2023,insidelacrosse
94,Snipers Elite 2026,87.77,,girls,2026,2023,insidelacrosse
95,Impact 2026,87.72,,girls,2026,2023,insidelacrosse
96,Team 91 Long Island 2026 Tsunami,87.72,,girls,2026,2023,insidelacrosse
97,Triumph 2026 National Premier,87.7,,girls,2026,2023,insidelacrosse
98,Reign 2026,87.69,,girls,2026,2023,insidelacrosse
99,Monster Elite 2026 White,87.65,,girls,2026,2023,insidelacrosse
100,Phantastix 2026 West,87.62,,girls,2026,2023,insidelacrosse
101,Check-Hers Elite 2026 Black,87.56,,girls,2026,2023,insidelacrosse
102,Pride 2026 BLACK,87.37,,girls,2026,2023,insidelacrosse
103,Mad Dog North NJ 2026 Black,87.31,,girls,2026,2023,insidelacrosse
104,Relentless Hustle 2026,87.25,,girls,2026,2023,insidelacrosse
105,GRIT Austin 2026,87.01,,girls,2026,2023,insidelacrosse
106,Dynasty Elite 2026 Camo,86.97,,girls,2026,2023,insidelacrosse
107,DEWLAX 26 CT,86.9,,girls,2026,2023,insidelacrosse
108,Coppermine 2026 Black,86.85,,girls,2026,2023,insidelacrosse
109,Ultimate CLT 2026 Blue,86.83,,girls,2026,2023,insidelacrosse
110,Texas Nationals 2026,86.82,,girls,2026,2023,insidelacrosse
111,LI Legacy 2026 White,86.69,,girls,2026,2023,insidelacrosse
112,Denver Pride 2026,86.42,,girls,2026,2023,insidelacrosse
113,MACLax 2026 Blue,86.37,,girls,2026,2023,insidelacrosse
114,LI Jesters 2026 Blue,86.35,,girls,2026,2023,insidelacrosse
115,STARS 2026 Light Blue,86.18,,girls,2026,2023,insidelacrosse
116,Triple Threat Elite 2026,86.15,,girls,2026,2023,insidelacrosse
117,Indy United 2026,86.14,,girls,2026,2023,insidelacrosse
118,South Coast 2026,86.13,,girls,2026,2023,insidelacrosse
119,DEWLAX 2026 Black,85.98,,girls,2026,2023,insidelacrosse
120,Dynasty Elite 2026 Charlie,85.89,,girls,2026,2023,insidelacrosse
121,M&D 2026 SHORE,85.74,,girls,2026,2023,insidelacrosse
122,Next Level 2026 Blue,85.7,,girls,2026,2023,insidelacrosse
123,Check Hers 2026 Black,85.52,,girls,2026,2023,insidelacrosse
124,All Lax Select 2026,85.4,,girls,2026,2023,insidelacrosse
125,Coast 2026 Elite,85.37,,girls,2026,2023,insidelacrosse
126,M&D Shore 2026 Black,85.33,,girls,2026,2023,insidelacrosse
127,Uproar 2026 Elite,85.3,,girls,2026,2023,insidelacrosse
128,B12 Girls LAX 2026,85.21,,girls,2026,2023,insidelacrosse
129,SJ Shamrocks 2026,85.04,,girls,2026,2023,insidelacrosse
130,518 Excelerate 2026 Blue,84.97,,girls,2026,2023,insidelacrosse
131,Belles 2026 Select,84.97,,girls,2026,2023,insidelacrosse
132,Hero's 2026 White,84.97,,girls,2026,2023,insidelacrosse
133,MFL 2026 Black,84.88,,girls,2026,2023,insidelacrosse
134,Laxachusetts 2026 Yellow,84.85,,girls,2026,2023,insidelacrosse
135,FLG Blue Devils 2026-2027,84.84,,girls,2026,2023,insidelacrosse
136,Gold Coast 2026 Black,84.83,,girls,2026,2023,insidelacrosse
137,Yellow Jackets Mid Atlantic 2026 Jiminez,84.82,,girls,2026,2023,insidelacrosse
138,CLC 2026 Bold,84.78,,girls,2026,2023,insidelacrosse
139,ADK Peak 2026,84.75,,girls,2026,2023,insidelacrosse
140,Mad Dog North NJ 2026 Red,84.55,,girls,2026,2023,insidelacrosse
141,Ultimate PA 2026,84.53,,girls,2026,2023,insidelacrosse
142,Mass Elite 2026 White,84.52,,girls,2026,2023,insidelacrosse
143,YJ North 2026 Berger,84.47,,girls,2026,2023,insidelacrosse
144,Saltwater 2026/2027,84.42,,girls,2026,2023,insidelacrosse
145,LI Jesters 2026 Pink,84.41,,girls,2026,2023,insidelacrosse
146,Seattle Crash 2026,84.27,,girls,2026,2023,insidelacrosse
147,Bluegrass Premier Select 2026,84.22,,girls,2026,2023,insidelacrosse
148,Valley Heat 2026,84.22,,girls,2026,2023,insidelacrosse
149,214LAX DALLAS 2026 VOLT,84.21,,girls,2026,2023,insidelacrosse
150,Philly Blast 2026 Strength,84.17,,girls,2026,2023,insidelacrosse
151,Pride 2026 White (Nova),84.09,,girls,2026,2023,insidelacrosse
152,LA Select 2026,84.04,,girls,2026,2023,insidelacrosse
153,CCLax 2026,84.0,,girls,2026,2023,insidelacrosse
154,Minnesota Elite 2026,83.98,,girls,2026,2023,insidelacrosse
155,Phantastix 2026 White,83.95,,girls,2026,2023,insidelacrosse
156,TLC 2026 Gold,83.94,,girls,2026,2023,insidelacrosse
157,3d New England 2026,83.86,,girls,2026,2023,insidelacrosse
158,CT Sharks 2026,83.72,,girls,2026,2023,insidelacrosse
159,Nor'easter 26 Grit,83.6,,girls,2026,2023,insidelacrosse
160,Pride 2026 White,83.58,,girls,2026,2023,insidelacrosse
161,Philadelphia Freedom White 2026,83.57,,girls,2026,2023,insidelacrosse
162,Team 91 NJ 2026,83.49,,girls,2026,2023,insidelacrosse
163,REV 2026 Black,83.46,,girls,2026,2023,insidelacrosse
164,South Jersey Select 2026 Black,83.41,,girls,2026,2023,insidelacrosse
165,Lax on Elite 2026,83.4,,girls,2026,2023,insidelacrosse
166,GSE 2026,83.35,,girls,2026,2023,insidelacrosse
167,DEWLAX 2026 Blue,83.27,,girls,2026,2023,insidelacrosse
168,LI Empire 2026,83.04,,girls,2026,2023,insidelacrosse
169,Integrity 2026 Blue,83.03,,girls,2026,2023,insidelacrosse
170,Gold Coast 2026 White,83.02,,girls,2026,2023,insidelacrosse
171,Atlanta Storm 2026 Orange,82.93,,girls,2026,2023,insidelacrosse
172,Legends MD 2026,82.75,,girls,2026,2023,insidelacrosse
173,Team 11 2026,82.63,,girls,2026,2023,insidelacrosse
174,Ultimate NC 2026,82.57,,girls,2026,2023,insidelacrosse
175,Empress 2026 Blue,82.44,,girls,2026,2023,insidelacrosse
176,Pipeline Platinum Blue 2026,82.09,,girls,2026,2023,insidelacrosse
177,AFA 2026,82.06,,girls,2026,2023,insidelacrosse
178,True Pittsburgh 2026,81.83,,girls,2026,2023,insidelacrosse
179,HGR 2026,81.65,,girls,2026,2023,insidelacrosse
180,Lake Murray Rapids 2026/2027 Elite,81.58,,girls,2026,2023,insidelacrosse
181,3Point 2026,81.54,,girls,2026,2023,insidelacrosse
182,Team 91 Georgia 2026,81.52,,girls,2026,2023,insidelacrosse
183,Ultimate NJ 26 White,81.49,,girls,2026,2023,insidelacrosse
184,Maxim 2026 Teal,81.47,,girls,2026,2023,insidelacrosse
185,Ultimate CC 2026,81.41,,girls,2026,2023,insidelacrosse
186,Granite State Elite 2026,81.32,,girls,2026,2023,insidelacrosse
187,Coppermine North 2026,81.23,,girls,2026,2023,insidelacrosse
188,Rebels 2026,81.07,,girls,2026,2023,insidelacrosse
189,Pure Advantage Premier 2026,81.06,,girls,2026,2023,insidelacrosse
190,True Illinois State 2026,80.69,,girls,2026,2023,insidelacrosse
191,FCA Upstate 2026,80.48,,girls,2026,2023,insidelacrosse
192,Team Elevate 2026 Blue,80.4,,girls,2026,2023,insidelacrosse
193,Virginia One 2026,80.11,,girls,2026,2023,insidelacrosse
194,Big Fish 2026/2027,79.74,,girls,2026,2023,insidelacrosse
195,REV 2026 Blue,79.63,,girls,2026,2023,insidelacrosse
196,Lotus 2026,79.47,,girls,2026,2023,insidelacrosse
197,HoCo 2026 Pink,79.11,,girls,2026,2023,insidelacrosse
198,Metro Green 2026,79.1,,girls,2026,2023,insidelacrosse
199,Jersey Thunder 2026,78.98,,girls,2026,2023,insidelacrosse
200,Jersey Shore Select 2026 White,78.92,,girls,2026,2023,insidelacrosse
201,MC Elite 2026 Carolina,78.89,,girls,2026,2023,insidelacrosse
202,3d Virginia Metro 2026 Navy,78.79,,girls,2026,2023,insidelacrosse
203,SOGO 2026,78.38,,girls,2026,2023,insidelacrosse
204,Laxachusetts 2026 Navy,78.28,,girls,2026,2023,insidelacrosse
205,MFL 2026 Blue,78.14,,girls,2026,2023,insidelacrosse
206,Legacy Georgia 2026,78.1,,girls,2026,2023,insidelacrosse
207,Second City 2026,77.93,,girls,2026,2023,insidelacrosse
208,315 Elite 2026,77.9,,girls,2026,2023,insidelacrosse
209,518 Excelerate 2026,77.86,,girls,2026,2023,insidelacrosse
210,Phantoms LC 2026,77.85,,girls,2026,2023,insidelacrosse
--,3D Garden State '25-'26,--,,girls,2026,2022,insidelacrosse
--,AIM 2026,--,,girls,2026,2022,insidelacrosse
--,Atlanta Storm 2026 Blue,--,,girls,2026,2022,insidelacrosse
--,Atlanta Storm 2026 Orange,--,,girls,2026,2022,insidelacrosse
--,BBL North 2026,--,,girls,2026,2022,insidelacrosse
--,Belles 2026,--,,girls,2026,2022,insidelacrosse
--,Big 4 HHH 2026,--,,girls,2026,2022,insidelacrosse
--,Cav Lax Elite 2026,--,,girls,2026,2022,insidelacrosse
--,CLC 2026 Pride,--,,girls,2026,2022,insidelacrosse
--,Check Hers 2026 Black,--,,girls,2026,2022,insidelacrosse
--,CT Grizzlies 2026 Navy,--,,girls,2026,2022,insidelacrosse
--,CT Grizzlies 2026 Yellow,--,,girls,2026,2022,insidelacrosse
--,Dark Horse '25-'26,--,,girls,2026,2022,insidelacrosse
